number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
486,-0.1920693434850349,2026-05-10 17:33:58.020110,2026-05-10 17:34:43.524726,0 days 00:00:45.504616,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,15,0.5,10,0.65,,,,,,PRUNED
487,0.08412547038028415,2026-05-10 17:34:43.548846,2026-05-10 17:35:14.149590,0 days 00:00:30.600744,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
488,-9999.0,2026-05-10 17:35:14.174678,2026-05-10 17:35:14.488774,0 days 00:00:00.314096,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
489,-9999.0,2026-05-10 17:35:14.511364,2026-05-10 17:35:14.852496,0 days 00:00:00.341132,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.8,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
490,-9999.0,2026-05-10 17:35:14.875313,2026-05-10 17:35:15.187260,0 days 00:00:00.311947,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.16,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
491,0.06793513878000026,2026-05-10 17:35:15.212778,2026-05-10 17:35:59.571128,0 days 00:00:44.358350,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
492,0.09499988470365103,2026-05-10 17:35:59.591631,2026-05-10 17:36:25.685486,0 days 00:00:26.093855,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
493,0.0984034033658211,2026-05-10 17:36:25.713625,2026-05-10 17:36:51.003052,0 days 00:00:25.289427,0,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.01,0.45,0.08,12,0.7,20,0.65,,,,,,PRUNED
494,-0.08197833052406124,2026-05-10 17:36:51.027928,2026-05-10 17:37:36.267545,0 days 00:00:45.239617,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
495,0.10608259544301646,2026-05-10 17:37:36.306140,2026-05-10 17:38:41.846291,0 days 00:01:05.540151,0,NORMAL,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
496,0.10314820646614958,2026-05-10 17:38:41.869859,2026-05-10 17:42:35.851016,0 days 00:03:53.981157,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,5,0.65,,,,,,PRUNED
497,-9999.0,2026-05-10 17:42:35.875510,2026-05-10 17:42:36.165731,0 days 00:00:00.290221,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.7,20,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
498,0.05302467843823254,2026-05-10 17:42:36.190685,2026-05-10 17:43:30.840560,0 days 00:00:54.649875,2,NO_NET_ADD,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
499,0.10787506136533742,2026-05-10 17:43:30.863518,2026-05-10 17:44:10.161196,0 days 00:00:39.297678,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
500,0.11175638826074794,2026-05-10 17:44:10.183808,2026-05-10 17:45:42.828059,0 days 00:01:32.644251,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.5,,,,,,PRUNED
501,-0.346336822181109,2026-05-10 17:45:42.852634,2026-05-10 17:45:43.455929,0 days 00:00:00.603295,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
502,-0.13868791840961747,2026-05-10 17:45:43.481825,2026-05-10 17:46:46.264455,0 days 00:01:02.782630,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.6,0.08,12,0.5,10,0.8,,,,,,PRUNED
503,-9999.0,2026-05-10 17:46:46.287283,2026-05-10 17:46:46.616835,0 days 00:00:00.329552,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
504,-0.07793312257254348,2026-05-10 17:46:46.639553,2026-05-10 17:47:35.526453,0 days 00:00:48.886900,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,5,0.5,10,0.65,,,,,,PRUNED
505,-0.40838833564230814,2026-05-10 17:47:35.552814,2026-05-10 17:50:13.284486,0 days 00:02:37.731672,0,CAP_LAYER,0.45,SAME,0.9,4,0.05,0.01,0.45,0.08,12,0.7,10,0.65,-0.047538926792865165,0.17685905277584704,0.721698817698886,0.2243979795687122,,COMPLETE
506,0.04891743758550379,2026-05-10 17:50:13.306495,2026-05-10 17:50:56.789704,0 days 00:00:43.483209,1,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
507,-0.1571211332496058,2026-05-10 17:50:56.817591,2026-05-10 17:51:40.460003,0 days 00:00:43.642412,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
508,-0.13536755701727585,2026-05-10 17:51:40.485307,2026-05-10 17:55:22.120367,0 days 00:03:41.635060,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,5,0.65,,,,,,PRUNED
509,0.11413862087209384,2026-05-10 17:55:22.145330,2026-05-10 17:55:56.632835,0 days 00:00:34.487505,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,12,0.5,20,0.65,,,,,,PRUNED
510,-0.3877841360107043,2026-05-10 17:55:56.655401,2026-05-10 17:57:12.402045,0 days 00:01:15.746644,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.45,0.16,12,0.5,10,0.65,-0.057177605602393475,0.11969249222351887,0.6612130608166216,0.17687009782591234,,COMPLETE
511,0.25040153145208,2026-05-10 17:57:12.438470,2026-05-10 17:57:54.986387,0 days 00:00:42.547917,0,CAP_LAYER,0.35,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
512,-9999.0,2026-05-10 17:57:55.010536,2026-05-10 17:57:55.327899,0 days 00:00:00.317363,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
513,0.05900587681027383,2026-05-10 17:57:55.353534,2026-05-10 17:59:15.030439,0 days 00:01:19.676905,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.6,0.08,12,0.5,5,0.65,,,,,,PRUNED
514,-0.3823995509657404,2026-05-10 17:59:15.055680,2026-05-10 18:00:34.903550,0 days 00:01:19.847870,0,CAP_LAYER,0.25,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.05022846357277276,0.14703263758749976,0.6643421747859353,0.1972611011602725,,COMPLETE
515,0.23125290623348113,2026-05-10 18:00:34.926901,2026-05-10 18:01:19.248038,0 days 00:00:44.321137,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.12,12,0.5,10,0.65,,,,,,PRUNED
516,0.100924041584174,2026-05-10 18:01:19.271423,2026-05-10 18:01:51.620220,0 days 00:00:32.348797,2,CAP_LAYER,0.45,ETF_DEFENSIVE,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
517,0.18121921098991364,2026-05-10 18:01:51.643761,2026-05-10 18:02:36.041407,0 days 00:00:44.397646,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
518,-9999.0,2026-05-10 18:02:36.066422,2026-05-10 18:02:36.366339,0 days 00:00:00.299917,0,NO_NET_ADD,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.7,20,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
519,0.09540673045479162,2026-05-10 18:02:36.391171,2026-05-10 18:03:55.816612,0 days 00:01:19.425441,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.12,12,0.5,5,0.65,,,,,,PRUNED
520,0.1295617298508261,2026-05-10 18:03:55.841662,2026-05-10 18:04:27.537232,0 days 00:00:31.695570,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
521,0.0579935416884359,2026-05-10 18:04:27.559542,2026-05-10 18:05:20.826859,0 days 00:00:53.267317,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
522,0.07939093279869726,2026-05-10 18:05:20.854401,2026-05-10 18:05:52.799130,0 days 00:00:31.944729,0,CAP_LAYER,0.25,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
523,0.25259259724854183,2026-05-10 18:05:52.821497,2026-05-10 18:06:46.045058,0 days 00:00:53.223561,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.5,,,,,,PRUNED
524,-0.36950129310944024,2026-05-10 18:06:46.068308,2026-05-10 18:09:11.518810,0 days 00:02:25.450502,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.6,10,0.65,-0.022238277194788054,0.16768886412260414,0.6945260318293044,0.1899271413173922,,COMPLETE
525,0.2698423736186759,2026-05-10 18:09:11.542322,2026-05-10 18:09:54.480829,0 days 00:00:42.938507,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
526,-0.019361633673650597,2026-05-10 18:09:54.516993,2026-05-10 18:10:41.281339,0 days 00:00:46.764346,2,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
527,-0.37275978604723914,2026-05-10 18:10:41.307991,2026-05-10 18:11:57.771802,0 days 00:01:16.463811,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.12,12,0.5,10,0.65,-0.02958548136612141,0.13782805240866444,0.6863486093622354,0.16741353377478585,,COMPLETE
528,-0.04929197065469934,2026-05-10 18:11:57.793476,2026-05-10 18:12:37.073752,0 days 00:00:39.280276,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.6,10,0.65,,,,,,PRUNED
529,0.1630388261641069,2026-05-10 18:12:37.099184,2026-05-10 18:13:35.455330,0 days 00:00:58.356146,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
530,0.1718312055550828,2026-05-10 18:13:35.478070,2026-05-10 18:14:16.852103,0 days 00:00:41.374033,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,8,0.5,10,0.65,,,,,,PRUNED
531,-0.346336822181109,2026-05-10 18:14:16.875245,2026-05-10 18:14:17.433309,0 days 00:00:00.558064,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
532,0.04196641780434038,2026-05-10 18:14:17.458323,2026-05-10 18:15:00.770622,0 days 00:00:43.312299,0,NO_NET_ADD,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
533,-0.40163353210601155,2026-05-10 18:15:00.797182,2026-05-10 18:16:16.226316,0 days 00:01:15.429134,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.12,12,0.6,10,0.65,-0.02881540951880506,0.13911434349364254,0.745636245174413,0.1679297530124476,,COMPLETE
534,0.08523381350719855,2026-05-10 18:16:16.250264,2026-05-10 18:17:28.213378,0 days 00:01:11.963114,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
535,-0.14476335370157872,2026-05-10 18:17:28.236249,2026-05-10 18:18:34.474821,0 days 00:01:06.238572,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
536,0.23309424752674335,2026-05-10 18:18:34.497725,2026-05-10 18:19:17.171930,0 days 00:00:42.674205,2,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
537,0.23436097061970215,2026-05-10 18:19:17.196063,2026-05-10 18:20:16.838471,0 days 00:00:59.642408,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.12,10,0.5,10,0.65,,,,,,PRUNED
538,0.25072923259381374,2026-05-10 18:20:16.864373,2026-05-10 18:20:59.644414,0 days 00:00:42.780041,0,CAP_LAYER,0.45,SAME,0.9,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
539,0.17414099169395145,2026-05-10 18:20:59.667357,2026-05-10 18:22:05.059729,0 days 00:01:05.392372,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.5,,,,,,PRUNED
540,-0.3664998340417928,2026-05-10 18:22:05.086251,2026-05-10 18:22:35.241925,0 days 00:00:30.155674,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.3,0.08,5,0.5,20,0.65,,,,,,PRUNED
541,0.11450655070717776,2026-05-10 18:22:35.269139,2026-05-10 18:23:09.330725,0 days 00:00:34.061586,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.8,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
542,-9999.0,2026-05-10 18:23:09.355822,2026-05-10 18:23:09.669963,0 days 00:00:00.314141,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
543,-0.16187193849000256,2026-05-10 18:23:09.693917,2026-05-10 18:24:20.415805,0 days 00:01:10.721888,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.8,,,,,,PRUNED
544,-0.3921066379161943,2026-05-10 18:24:20.439401,2026-05-10 18:27:01.466947,0 days 00:02:41.027546,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,-0.05390910855449219,0.12927136986332313,0.6763950587234042,0.18318047841781532,,COMPLETE
545,0.08067616874913841,2026-05-10 18:27:01.490703,2026-05-10 18:27:44.282097,0 days 00:00:42.791394,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.12,12,0.5,10,0.65,,,,,,PRUNED
546,0.1814404528409422,2026-05-10 18:27:44.306262,2026-05-10 18:28:40.369802,0 days 00:00:56.063540,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.5,,,,,,PRUNED
547,0.2431765859669528,2026-05-10 18:28:40.392040,2026-05-10 18:29:22.359463,0 days 00:00:41.967423,1,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
548,0.26414124087494684,2026-05-10 18:29:22.382274,2026-05-10 18:30:10.065886,0 days 00:00:47.683612,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
549,-0.15841328927070228,2026-05-10 18:30:10.091306,2026-05-10 18:31:10.836738,0 days 00:01:00.745432,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
550,0.10502422244461192,2026-05-10 18:31:10.861088,2026-05-10 18:31:44.256518,0 days 00:00:33.395430,1,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
551,-0.346336822181109,2026-05-10 18:31:44.281128,2026-05-10 18:33:00.854604,0 days 00:01:16.573476,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
552,0.21687271714374579,2026-05-10 18:33:00.879103,2026-05-10 18:33:44.691706,0 days 00:00:43.812603,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
553,0.23125290623348113,2026-05-10 18:33:44.728196,2026-05-10 18:34:32.150890,0 days 00:00:47.422694,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
554,-0.42914878417340596,2026-05-10 18:34:32.176765,2026-05-10 18:35:48.460218,0 days 00:01:16.283453,0,CAP_LAYER,0.25,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.10147540435099467,0.1576994665190696,0.6553467596448226,0.2591748708700643,,COMPLETE
555,0.2698423736186759,2026-05-10 18:35:48.482008,2026-05-10 18:36:31.314679,0 days 00:00:42.832671,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
556,0.16370853821731257,2026-05-10 18:36:31.337490,2026-05-10 18:37:25.580907,0 days 00:00:54.243417,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
557,-0.3802141260206721,2026-05-10 18:37:25.605248,2026-05-10 18:38:45.016880,0 days 00:01:19.411632,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.16,12,0.5,10,0.65,-0.02297029965264322,0.10858171932163496,0.7144876527360577,0.13155201897427818,,COMPLETE
558,-9999.0,2026-05-10 18:38:45.041911,2026-05-10 18:38:45.403430,0 days 00:00:00.361519,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
559,-0.346336822181109,2026-05-10 18:38:45.426862,2026-05-10 18:38:46.000468,0 days 00:00:00.573606,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
560,-0.02513348431425738,2026-05-10 18:38:46.025053,2026-05-10 18:39:47.637948,0 days 00:01:01.612895,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
561,0.20880905109908462,2026-05-10 18:39:47.684486,2026-05-10 18:40:31.784678,0 days 00:00:44.100192,0,NORMAL,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
562,0.2201455699550618,2026-05-10 18:40:31.809748,2026-05-10 18:41:15.973492,0 days 00:00:44.163744,0,NORMAL,0.45,SAME,0.8,2,0.03,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
563,0.21687271714374579,2026-05-10 18:41:15.998413,2026-05-10 18:41:58.627910,0 days 00:00:42.629497,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
564,0.15415859135108576,2026-05-10 18:41:58.651589,2026-05-10 18:42:47.649032,0 days 00:00:48.997443,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
565,0.12712542562533652,2026-05-10 18:42:47.672017,2026-05-10 18:43:18.561543,0 days 00:00:30.889526,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
566,-0.13718880125337765,2026-05-10 18:43:18.602767,2026-05-10 18:44:19.486197,0 days 00:01:00.883430,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.8,,,,,,PRUNED
567,-0.36701255126359966,2026-05-10 18:44:19.511893,2026-05-10 18:47:08.893748,0 days 00:02:49.381855,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,10,0.65,-0.026972074291194494,0.1351889914276648,0.6800809539448104,0.1621610657188593,,COMPLETE
568,-0.06854590541833627,2026-05-10 18:47:08.918268,2026-05-10 18:47:56.456405,0 days 00:00:47.538137,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
569,-0.37636051741717,2026-05-10 18:47:56.479079,2026-05-10 18:49:45.578218,0 days 00:01:49.099139,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,-0.05398371481723526,0.14956969749126245,0.6447536051998696,0.20355341230849772,,COMPLETE
570,-9999.0,2026-05-10 18:49:45.614911,2026-05-10 18:49:45.912328,0 days 00:00:00.297417,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
571,0.26300588313722084,2026-05-10 18:49:45.934571,2026-05-10 18:50:28.519204,0 days 00:00:42.584633,0,CAP_LAYER,0.35,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
572,0.2621432777399446,2026-05-10 18:50:28.544943,2026-05-10 18:51:12.338692,0 days 00:00:43.793749,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
573,-0.07810840229070215,2026-05-10 18:51:12.361580,2026-05-10 18:51:55.720628,0 days 00:00:43.359048,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
574,-9999.0,2026-05-10 18:51:55.742563,2026-05-10 18:51:56.040833,0 days 00:00:00.298270,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
575,0.257161384156647,2026-05-10 18:51:56.065602,2026-05-10 18:52:40.169805,0 days 00:00:44.104203,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
576,0.17765504461624074,2026-05-10 18:52:40.193520,2026-05-10 18:53:40.673019,0 days 00:01:00.479499,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.5,,,,,,PRUNED
577,0.10179046026723301,2026-05-10 18:53:40.709025,2026-05-10 18:57:17.813584,0 days 00:03:37.104559,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
578,0.1419847199394659,2026-05-10 18:57:17.837023,2026-05-10 18:57:49.990528,0 days 00:00:32.153505,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
579,0.05069892801550588,2026-05-10 18:57:50.013206,2026-05-10 18:59:02.454474,0 days 00:01:12.441268,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
580,0.16989223704216902,2026-05-10 18:59:02.479048,2026-05-10 19:00:33.836149,0 days 00:01:31.357101,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,8,0.5,5,0.65,,,,,,PRUNED
581,0.2346371491256963,2026-05-10 19:00:33.858044,2026-05-10 19:01:18.884332,0 days 00:00:45.026288,1,CAP_LAYER,0.25,SAME,0.9,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
582,0.1637916389752472,2026-05-10 19:01:18.903609,2026-05-10 19:02:07.197983,0 days 00:00:48.294374,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
583,0.11994152540936669,2026-05-10 19:02:07.222825,2026-05-10 19:02:42.707385,0 days 00:00:35.484560,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
584,-0.346336822181109,2026-05-10 19:02:42.730171,2026-05-10 19:02:43.353942,0 days 00:00:00.623771,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
585,0.2690555670616336,2026-05-10 19:02:43.380090,2026-05-10 19:03:28.003356,0 days 00:00:44.623266,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
586,0.17765504461624074,2026-05-10 19:03:28.027726,2026-05-10 19:04:29.120629,0 days 00:01:01.092903,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
587,0.054065391300773966,2026-05-10 19:04:29.146171,2026-05-10 19:04:59.865173,0 days 00:00:30.719002,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
588,0.06306702933582961,2026-05-10 19:04:59.889782,2026-05-10 19:06:12.681198,0 days 00:01:12.791416,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
589,0.07431190325918902,2026-05-10 19:06:12.704429,2026-05-10 19:06:47.215126,0 days 00:00:34.510697,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,20,0.65,,,,,,PRUNED
